instancia, nombre, t_ordenamiento, t_lineal, t_binaria
2048, Kadabra, 4.87498E-4, 2.1375E-5, 2.0897E-7
2048, Dewgong, 4.87498E-4, 2.1024E-5, 2.0211999999999999E-7
2048, Hoothoot, 4.87498E-4, 1.8875E-5, 2.0728E-7
2048, Bulbasaur, 4.83528E-4, 1.6112E-5, 2.2164999999999998E-7
2048, Flareon, 4.83528E-4, 2.198E-5, 1.8550000000000001E-7
2048, Croconaw, 4.83528E-4, 1.9368E-5, 2.1103E-7
2048, Ekans, 4.83528E-4, 1.3738E-5, 2.1597E-7
2048, Hitmonchan, 4.83528E-4, 1.4825E-5, 2.1331E-7
2048, Bulbasaur, 4.84708E-4, 1.6176E-5, 2.2673000000000002E-7
2048, Staryu, 4.84708E-4, 1.867E-5, 2.1291999999999998E-7
2048, Slowbro, 4.84708E-4, 2.1479E-5, 2.586E-7
2048, Diglett, 4.84708E-4, 2.1546E-5, 2.1559000000000001E-7
2048, Weedle, 4.84708E-4, 1.8645E-5, 1.904E-7
2048, Pichu, 4.90998E-4, 1.2976E-5, 1.9221E-7
2048, Sandslash, 4.90998E-4, 1.7279E-5, 2.4100999999999996E-7
2048, KangaskhanMega Kangaskhan, 4.90998E-4, 1.2661E-5, 2.0951E-7
2048, Rattata, 4.90998E-4, 2.1275E-5, 2.1852999999999999E-7
2048, Gengar, 4.90998E-4, 1.874E-5, 1.9802000000000002E-7
2048, Lanturn, 4.89369E-4, 2.1271E-5, 1.5562E-7
2048, Sandslash, 4.89369E-4, 1.7184E-5, 2.0799E-7
2048, CharizardMega Charizard X, 4.89369E-4, 1.2135E-5, 2.0586E-7
2048, Paras, 4.89369E-4, 1.3705E-5, 2.2154E-7
2048, Venusaur, 4.89369E-4, 1.8739E-5, 2.1971E-7
2048, Pichu, 4.83595E-4, 1.2975E-5, 1.9008000000000002E-7
2048, Feraligatr, 4.83595E-4, 1.5299E-5, 2.0975E-7
2048, Gyarados, 4.83595E-4, 1.8887E-5, 2.1865000000000002E-7
2048, Rhydon, 4.83595E-4, 1.8608E-5, 1.8772E-7
2048, Goldeen, 4.83595E-4, 2.1743E-5, 2.2003E-7
2048, Pichu, 4.31327E-4, 1.1652E-5, 1.6643E-7
2048, Sentret, 4.31327E-4, 1.9411E-5, 1.7346999999999998E-7
2048, Rattata, 4.31327E-4, 1.9056E-5, 1.917E-7
2048, Lanturn, 4.31327E-4, 1.8674E-5, 1.3616E-7
2048, Ekans, 4.31327E-4, 1.2025E-5, 1.8994000000000002E-7
2048, Lanturn, 4.31785E-4, 1.8615E-5, 1.3757E-7
2048, Tentacruel, 4.31785E-4, 1.349E-5, 1.846E-7
2048, Primeape, 4.31785E-4, 1.6736E-5, 1.902E-7
2048, Snorlax, 4.31785E-4, 1.8787E-5, 1.8893E-7
2048, Marowak, 4.31785E-4, 1.9013E-5, 1.838E-7
2048, Lanturn, 4.44695E-4, 3.2494E-5, 1.396E-7
2048, Mankey, 4.44695E-4, 1.6939E-5, 1.7124000000000002E-7
2048, Dragonite, 4.44695E-4, 5.7706E-5, 2.1107999999999998E-7
2048, Spinarak, 4.44695E-4, 1.6926E-5, 1.7156E-7
2048, Metapod, 4.44695E-4, 1.8738E-5, 1.8695999999999997E-7
2048, Lanturn, 4.72077E-4, 2.2916E-5, 2.9288E-7
2048, Butterfree, 4.72077E-4, 1.3535E-5, 1.8596E-7
2048, Tentacool, 4.72077E-4, 1.4906E-5, 1.9400000000000002E-7
2048, Arcanine, 4.72077E-4, 1.6811E-5, 1.9258000000000002E-7
2048, Magikarp, 4.72077E-4, 1.6754E-5, 1.8983E-7
2048, Lanturn, 4.94932E-4, 1.8894E-5, 1.4134E-7
2048, Tentacool, 4.94932E-4, 1.5422E-5, 1.9369E-7
2048, Omanyte, 4.94932E-4, 1.8958E-5, 1.9321999999999998E-7
2048, Farfetch'd, 4.94932E-4, 1.3382E-5, 1.7176999999999998E-7
2048, MewtwoMega Mewtwo X, 4.94932E-4, 1.0871E-5, 1.9130000000000003E-7
2048, Chinchou, 4.33119E-4, 1.6463E-5, 1.7351E-7
2048, Kingler, 4.33119E-4, 1.973E-5, 1.7561999999999998E-7
2048, Pichu, 4.33119E-4, 1.2391E-5, 1.6709E-7
2048, Golduck, 4.33119E-4, 1.8912E-5, 1.7921E-7
2048, Horsea, 4.33119E-4, 1.6414E-5, 1.6849E-7
2048, Chinchou, 4.66279E-4, 1.6532E-5, 1.7226E-7
2048, Kabuto, 4.66279E-4, 1.701E-5, 1.7547999999999998E-7
2048, Gastly, 4.66279E-4, 1.6648E-5, 1.8944E-7
2048, Slowbro, 4.66279E-4, 1.8772E-5, 1.9494E-7
2048, Spearow, 4.66279E-4, 1.8988E-5, 1.7526000000000002E-7
2048, Chinchou, 4.31408E-4, 1.6614E-5, 1.7026E-7
2048, KangaskhanMega Kangaskhan, 4.31408E-4, 1.1069E-5, 1.856E-7
2048, Wigglytuff, 4.31408E-4, 1.3234E-5, 1.7598E-7
2048, Pidgey, 4.31408E-4, 1.6204E-5, 1.9321E-7
2048, Kabuto, 4.31408E-4, 1.6253E-5, 1.7234000000000002E-7
2048, Chinchou, 4.30885E-4, 1.6599E-5, 1.7017E-7
2048, Krabby, 4.30885E-4, 1.661E-5, 1.8626999999999999E-7
2048, Lickitung, 4.30885E-4, 1.469E-5, 1.8957000000000002E-7
2048, Nidoran♀, 4.30885E-4, 1.7562E-5, 1.8077E-7
2048, Sentret, 4.30885E-4, 1.9067E-5, 1.7546E-7
2048, Noctowl, 4.87661E-4, 1.8563E-5, 1.5393E-7
2048, Nidoking, 4.87661E-4, 2.0711E-5, 1.7181999999999999E-7
2048, Magneton, 4.87661E-4, 1.7092E-5, 1.9499999999999999E-7
2048, PidgeotMega Pidgeot, 4.87661E-4, 1.0813E-5, 1.6160000000000002E-7
2048, Krabby, 4.87661E-4, 1.649E-5, 1.8340000000000001E-7
2048, Hoothoot, 4.28859E-4, 1.6121E-5, 1.8643E-7
2048, Ponyta, 4.28859E-4, 1.6564E-5, 1.7753E-7
2048, Venusaur, 4.28859E-4, 1.6889E-5, 1.9130000000000003E-7
2048, Gloom, 4.28859E-4, 1.2269E-5, 3.578E-7
2048, CharizardMega Charizard X, 4.28859E-4, 3.1651E-5, 2.1899E-7
2048, Noctowl, 4.30873E-4, 1.8609E-5, 1.5566E-7
2048, Dugtrio, 4.30873E-4, 3.8904E-5, 4.0257E-7
2048, Magmar, 4.30873E-4, 2.5551E-5, 2.1946E-7
2048, Quilava, 4.30873E-4, 3.3883E-5, 1.8217E-7
2048, Scyther, 4.30873E-4, 4.0358E-5, 2.2342999999999998E-7
2048, Noctowl, 4.97335E-4, 1.9542E-5, 1.6231E-7
2048, Nidorino, 4.97335E-4, 1.8797E-5, 1.6065E-7
2048, Beedrill, 4.97335E-4, 1.7489E-5, 1.8394E-7
2048, Chinchou, 4.97335E-4, 1.6553E-5, 1.6908E-7
2048, Sandslash, 4.97335E-4, 1.4765E-5, 1.799E-7
2048, Hoothoot, 4.7797E-4, 1.6331E-5, 1.8668000000000003E-7
2048, Staryu, 4.7797E-4, 1.7186E-5, 1.8939E-7
2048, Dugtrio, 4.7797E-4, 1.893E-5, 2.1015E-7
2048, Hitmonlee, 4.7797E-4, 1.6227E-5, 1.5433E-7
2048, Weezing, 4.7797E-4, 1.8595E-5, 1.9466E-7
2048, Hoothoot, 4.30304E-4, 1.648E-5, 1.8456E-7
2048, Starmie, 4.30304E-4, 1.9239E-5, 1.5298E-7
2048, Goldeen, 4.30304E-4, 1.9018E-5, 1.9607E-7
2048, Ledian, 4.30304E-4, 1.6478E-5, 1.6455999999999999E-7
2048, Pidgey, 4.30304E-4, 1.6414E-5, 4.5708999999999997E-7
2048, Hoothoot, 4.28257E-4, 1.6419E-5, 1.8498E-7
2048, Rapidash, 4.28257E-4, 1.7581E-5, 1.7907E-7
2048, Gengar, 4.28257E-4, 1.6211E-5, 1.7417E-7
2048, Hitmonlee, 4.28257E-4, 1.4664E-5, 1.8261E-7
2048, Eevee, 4.28257E-4, 1.1574E-5, 1.7390000000000002E-7
2048, Hoothoot, 4.3143E-4, 1.6619E-5, 1.8525999999999998E-7
2048, Rapidash, 4.3143E-4, 1.7052E-5, 1.7939E-7
2048, Totodile, 4.3143E-4, 1.671E-5, 1.6469E-7
2048, Gyarados, 4.3143E-4, 2.0025E-5, 1.9629000000000002E-7
2048, Meganium, 4.3143E-4, 1.6567E-5, 1.9417999999999998E-7
2048, Furret, 4.3635E-4, 1.6025E-5, 1.9198E-7
2048, Articuno, 4.3635E-4, 1.7116E-5, 1.7377E-7
2048, Spinarak, 4.3635E-4, 1.6739E-5, 1.7185E-7
2048, Exeggcute, 4.3635E-4, 1.6083E-5, 1.9389E-7
2048, Mr. Mime, 4.3635E-4, 2.0017E-5, 1.8409E-7
2048, Furret, 4.27945E-4, 1.5657E-5, 1.8964999999999998E-7
2048, Zapdos, 4.27945E-4, 1.6562E-5, 1.7646E-7
2048, Poliwag, 4.27945E-4, 1.8969E-5, 1.6737E-7
2048, Pinsir, 4.27945E-4, 1.6087E-5, 1.9680000000000002E-7
2048, Sandshrew, 4.27945E-4, 1.4926E-5, 1.9613E-7
2048, Furret, 4.29118E-4, 1.5799E-5, 1.9031000000000001E-7
2048, Exeggutor, 4.29118E-4, 1.4945E-5, 1.8434999999999998E-7
2048, Nidoking, 4.29118E-4, 1.7324E-5, 2.0752E-7
2048, BeedrillMega Beedrill, 4.29118E-4, 3.2997E-5, 1.6436E-7
2048, Zapdos, 4.29118E-4, 1.6346E-5, 1.765E-7
2048, Furret, 4.33056E-4, 1.6061E-5, 1.9186E-7
2048, Cubone, 4.33056E-4, 1.6596E-5, 1.9077E-7
2048, Exeggcute, 4.33056E-4, 1.4893E-5, 1.9361E-7
2048, Wigglytuff, 4.33056E-4, 1.2879E-5, 1.7699E-7
2048, Spinarak, 4.33056E-4, 1.6573E-5, 1.7218999999999998E-7
2048, Sentret, 4.57723E-4, 1.9249E-5, 1.8328E-7
2048, Weedle, 4.57723E-4, 1.7271E-5, 1.7286999999999999E-7
2048, Porygon, 4.57723E-4, 1.9692E-5, 1.8742000000000002E-7
2048, Butterfree, 4.57723E-4, 1.3702E-5, 2.1595E-7
2048, Ditto, 4.57723E-4, 1.2293E-5, 1.6555999999999998E-7
2048, Sentret, 4.48845E-4, 1.9683E-5, 1.8268E-7
2048, Lanturn, 4.48845E-4, 1.9765E-5, 1.4106E-7
2048, Raichu, 4.48845E-4, 1.6986E-5, 1.9337000000000002E-7
2048, Clefable, 4.48845E-4, 1.7733E-5, 1.8943000000000002E-7
2048, Bayleef, 4.48845E-4, 1.9546E-5, 1.8961000000000002E-7
2048, Furret, 4.45827E-4, 1.6523E-5, 1.9593E-7
2048, Moltres, 4.45827E-4, 1.9815E-5, 1.8227E-7
2048, Charizard, 4.45827E-4, 1.5393E-5, 2.0287000000000002E-7
2048, Omanyte, 4.45827E-4, 1.9572E-5, 2.0085000000000003E-7
2048, Hypno, 4.45827E-4, 1.2611E-5, 1.9186E-7
2048, Sentret, 4.43299E-4, 1.9423E-5, 1.8425E-7
2048, Butterfree, 4.43299E-4, 1.353E-5, 1.917E-7
2048, Victreebel, 4.43299E-4, 1.3636E-5, 1.8845E-7
2048, Furret, 4.43299E-4, 1.6574E-5, 1.9504E-7
2048, Charizard, 4.43299E-4, 1.4965E-5, 2.0175E-7
2048, Ledian, 4.45834E-4, 1.6341E-5, 1.7028000000000001E-7
2048, Nidoran♀, 4.45834E-4, 1.8132E-5, 1.8621999999999998E-7
2048, Tangela, 4.45834E-4, 1.9399E-5, 1.9022E-7
2048, SlowbroMega Slowbro, 4.45834E-4, 1.0845E-5, 1.7355E-7
2048, Tangela, 4.45834E-4, 1.8982E-5, 1.8626E-7
2048, Ledian, 4.43441E-4, 1.659E-5, 1.7139999999999999E-7
2048, Butterfree, 4.43441E-4, 1.3615E-5, 1.9119E-7
2048, Charmeleon, 4.43441E-4, 1.3434E-5, 1.5964000000000002E-7
2048, Kabutops, 4.43441E-4, 1.7371E-5, 1.9956E-7
2048, PidgeotMega Pidgeot, 4.43441E-4, 1.127E-5, 1.6524999999999997E-7
2048, Spinarak, 4.49215E-4, 1.6807E-5, 1.7946E-7
2048, Zapdos, 4.49215E-4, 1.6968E-5, 1.8135E-7
2048, Tauros, 4.49215E-4, 1.6737E-5, 1.7666E-7
2048, Oddish, 4.49215E-4, 1.649E-5, 1.7405E-7
2048, Porygon, 4.49215E-4, 1.9579E-5, 1.8955999999999998E-7
2048, Spinarak, 4.44449E-4, 1.6999E-5, 1.7722E-7
2048, Sandslash, 4.44449E-4, 1.5474E-5, 1.8829E-7
2048, Paras, 4.44449E-4, 1.2434E-5, 2.0051000000000001E-7
2048, Marowak, 4.44449E-4, 1.9749E-5, 1.9122000000000001E-7
2048, Charizard, 4.44449E-4, 1.5239E-5, 2.0309000000000003E-7
2048, Ledian, 4.45148E-4, 1.6472E-5, 1.7135E-7
2048, Mankey, 4.45148E-4, 1.7044E-5, 1.7655E-7
2048, Magnemite, 4.45148E-4, 1.5107E-5, 1.862E-7
2048, Jigglypuff, 4.45148E-4, 1.3306E-5, 2.0539000000000001E-7
2048, Electabuzz, 4.45148E-4, 1.3395E-5, 1.8816E-7
2048, Ledian, 4.44186E-4, 1.6575E-5, 1.7066E-7
2048, Krabby, 4.44186E-4, 1.6883E-5, 1.8635E-7
2048, Dratini, 4.44186E-4, 1.9533E-5, 1.7113999999999998E-7
2048, Meowth, 4.44186E-4, 1.6755E-5, 1.8403E-7
2048, Nidorina, 4.44186E-4, 1.7944E-5, 2.0162999999999999E-7
2048, Ledian, 4.83202E-4, 1.6383E-5, 1.7212E-7
2048, Tentacruel, 4.83202E-4, 1.3604E-5, 1.8978999999999998E-7
2048, Drowzee, 4.83202E-4, 1.9676E-5, 2.0034E-7
2048, Noctowl, 4.83202E-4, 1.9368E-5, 1.5625E-7
2048, Muk, 4.83202E-4, 1.1148E-5, 1.9848000000000001E-7
2048, Ledian, 4.45305E-4, 1.6555E-5, 1.7019000000000002E-7
2048, Mankey, 4.45305E-4, 1.7893E-5, 1.7568E-7
2048, Sentret, 4.45305E-4, 1.9825E-5, 1.8162E-7
2048, Beedrill, 4.45305E-4, 1.713E-5, 1.8726E-7
2048, Chinchou, 4.45305E-4, 1.695E-5, 1.7442E-7
2048, Ledyba, 4.43745E-4, 1.6653E-5, 1.5486E-7
2048, Kabutops, 4.43745E-4, 1.7305E-5, 1.9802000000000002E-7
2048, Spearow, 4.43745E-4, 1.9213E-5, 1.8070000000000002E-7
2048, Feraligatr, 4.43745E-4, 1.3485E-5, 1.9024E-7
2048, Jolteon, 4.43745E-4, 1.9033E-5, 1.9088E-7
2048, Ledyba, 4.46567E-4, 1.6392E-5, 1.539E-7
2048, Kabutops, 4.46567E-4, 1.7234E-5, 1.9794E-7
2048, Shellder, 4.46567E-4, 1.7158E-5, 1.9979E-7
2048, Metapod, 4.46567E-4, 1.9245E-5, 1.903E-7
2048, Quilava, 4.46567E-4, 1.9147E-5, 1.7901E-7
2048, Ledyba, 4.48184E-4, 1.6575E-5, 1.5434000000000002E-7
2048, Krabby, 4.48184E-4, 1.7008E-5, 1.8756000000000002E-7
2048, Ninetales, 4.48184E-4, 1.535E-5, 1.9318000000000001E-7
2048, Ponyta, 4.48184E-4, 1.6624E-5, 1.8683E-7
2048, Voltorb, 4.48184E-4, 1.925E-5, 1.7848E-7
2048, Ledyba, 4.4426E-4, 1.6422E-5, 1.516E-7
2048, Kingler, 4.4426E-4, 1.9628E-5, 1.8167E-7
2048, Hitmonlee, 4.4426E-4, 1.5333E-5, 1.5957E-7
2048, Porygon, 4.4426E-4, 1.9407E-5, 1.8936999999999998E-7
2048, Squirtle, 4.4426E-4, 1.711E-5, 1.927E-7
2048, Noctowl, 4.44036E-4, 1.9039E-5, 1.5826000000000002E-7
2048, Blastoise, 4.44036E-4, 1.5432E-5, 1.9064E-7
2048, Kabuto, 4.44036E-4, 1.6852E-5, 1.7838E-7
2048, Tentacruel, 4.44036E-4, 1.3512E-5, 1.8849E-7
2048, Dewgong, 4.44036E-4, 1.9176E-5, 1.8411E-7
2048, Noctowl, 4.40019E-4, 1.921E-5, 1.5967000000000003E-7
2048, Ledian, 4.40019E-4, 1.7194E-5, 1.6940999999999998E-7
2048, Arcanine, 4.40019E-4, 1.7287E-5, 2.008E-7
2048, Eevee, 4.40019E-4, 1.2375E-5, 1.7661E-7
2048, Ariados, 4.40019E-4, 1.9482E-5, 1.5815999999999998E-7
2048, Ledyba, 4.42447E-4, 1.627E-5, 1.5403E-7
2048, Electabuzz, 4.42447E-4, 1.3708E-5, 1.88E-7
2048, Squirtle, 4.42447E-4, 1.7389E-5, 1.954E-7
2048, Fearow, 4.42447E-4, 1.6585E-5, 1.9721E-7
2048, Rhydon, 4.42447E-4, 1.6464E-5, 1.7108999999999998E-7
2048, Noctowl, 4.44362E-4, 1.9218E-5, 1.5889999999999997E-7
2048, Blastoise, 4.44362E-4, 1.5368E-5, 1.9268E-7
2048, Charmander, 4.44362E-4, 1.3891E-5, 2.0371E-7
2048, Venonat, 4.44362E-4, 1.952E-5, 1.8725E-7
2048, Pidgeotto, 4.44362E-4, 1.51E-5, 2.0202E-7
2048, Totodile, 4.57264E-4, 1.6563E-5, 1.7107E-7
2048, Exeggutor, 4.57264E-4, 1.5495E-5, 1.8857E-7
2048, Venomoth, 4.57264E-4, 1.7239E-5, 1.8158000000000002E-7
2048, Vulpix, 4.57264E-4, 1.6861E-5, 1.8431000000000001E-7
2048, Magikarp, 4.57264E-4, 1.7281E-5, 1.9478E-7
2048, Typhlosion, 4.45367E-4, 1.2939E-5, 1.8537E-7
2048, Cubone, 4.45367E-4, 1.7026E-5, 1.9913E-7
2048, AerodactylMega Aerodactyl, 4.45367E-4, 1.1243E-5, 1.7360999999999998E-7
2048, Kingler, 4.45367E-4, 1.9478E-5, 1.7915E-7
2048, Clefairy, 4.45367E-4, 1.7597E-5, 1.9455E-7
2048, Totodile, 4.42599E-4, 1.6902E-5, 1.7271000000000002E-7
2048, Poliwhirl, 4.42599E-4, 1.5553E-5, 1.9440999999999998E-7
2048, Gastly, 4.42599E-4, 1.6933E-5, 1.9465E-7
2048, Hoothoot, 4.42599E-4, 1.7159E-5, 1.8826E-7
2048, Gengar, 4.42599E-4, 1.6766E-5, 1.7825E-7
2048, Totodile, 4.46516E-4, 1.7026E-5, 1.7424E-7
2048, Poliwrath, 4.46516E-4, 1.5302E-5, 2.0523999999999998E-7
2048, Quilava, 4.46516E-4, 1.9632E-5, 1.8096999999999999E-7
2048, Weedle, 4.46516E-4, 1.6682E-5, 1.7104E-7
2048, Venusaur, 4.46516E-4, 1.732E-5, 2.0009000000000001E-7
4096, Persian, 9.9377E-4, 3.9271E-5, 1.9937E-7
4096, Blissey, 9.9377E-4, 3.9908E-5, 2.0475E-7
4096, Magmar, 9.9377E-4, 3.4289E-5, 2.1294E-7
4096, Minun, 9.9377E-4, 2.5071E-5, 1.999E-7
4096, Cleffa, 9.9377E-4, 3.3225E-5, 3.3695E-7
4096, Persian, 0.001041933, 3.9743E-5, 2.0006E-7
4096, Vigoroth, 0.001041933, 3.6154E-5, 1.9679E-7
4096, Flaaffy, 0.001041933, 3.9918E-5, 2.0625E-7
4096, SceptileMega Sceptile, 0.001041933, 2.3036E-5, 2.0615000000000003E-7
4096, Umbreon, 0.001041933, 6.0368E-5, 2.2384000000000002E-7
4096, Psyduck, 0.001088782, 3.9913E-5, 2.0206E-7
4096, Unown, 0.001088782, 2.5003E-5, 1.8417E-7
4096, Ninjask, 0.001088782, 3.9676E-5, 2.0836E-7
4096, Primeape, 0.001088782, 3.6202E-5, 1.9536999999999998E-7
4096, Tauros, 0.001088782, 3.3694E-5, 1.9046999999999998E-7
4096, Psyduck, 0.001057292, 3.9466E-5, 2.0145000000000002E-7
4096, Piloswine, 0.001057292, 3.1574E-5, 1.9232000000000002E-7
4096, Ekans, 0.001057292, 2.5291E-5, 2.0906E-7
4096, Poliwag, 0.001057292, 3.9529E-5, 2.04E-7
4096, Mewtwo, 0.001057292, 3.3554E-5, 2.1639E-7
4096, Meowth, 0.001107687, 3.3787E-5, 2.1162E-7
4096, Koffing, 0.001107687, 4.0344E-5, 2.1338000000000002E-7
4096, Machoke, 0.001107687, 4.031E-5, 2.2011E-7
4096, Ursaring, 0.001107687, 3.6059E-5, 1.9978E-7
4096, Sunflora, 0.001107687, 3.5716E-5, 2.0925E-7
4096, Meowth, 0.001036417, 3.4575E-5, 2.1195E-7
4096, Gyarados, 0.001036417, 3.636E-5, 2.1713E-7
4096, Ledian, 0.001036417, 3.3789E-5, 1.9954E-7
4096, Cyndaquil, 0.001036417, 3.0874E-5, 1.9723999999999998E-7
4096, HeracrossMega Heracross, 0.001036417, 2.1383E-5, 2.0696E-7
4096, Persian, 0.001001033, 3.986E-5, 1.987E-7
4096, Medicham, 0.001001033, 3.6938E-5, 2.1162E-7
4096, Kingdra, 0.001001033, 3.9971E-5, 2.1172E-7
4096, Raticate, 0.001001033, 3.6198E-5, 2.1639E-7
4096, Slugma, 0.001001033, 3.4254E-5, 2.0932E-7
4096, Meowth, 9.97203E-4, 3.3714E-5, 2.1058E-7
4096, Dewgong, 9.97203E-4, 3.9611E-5, 2.0852E-7
4096, Metapod, 9.97203E-4, 3.9691E-5, 1.8383999999999998E-7
4096, Wingull, 9.97203E-4, 3.9356E-5, 1.9211E-7
4096, Crobat, 9.97203E-4, 3.3268E-5, 2.1094E-7
4096, Dugtrio, 9.90704E-4, 3.9249E-5, 2.1245E-7
4096, Slugma, 9.90704E-4, 3.4065E-5, 2.0661000000000002E-7
4096, Psyduck, 9.90704E-4, 3.9446E-5, 2.0194999999999998E-7
4096, Nidoking, 9.90704E-4, 3.6485E-5, 2.0086E-7
4096, Whismur, 9.90704E-4, 3.9357E-5, 1.7674E-7
4096, Diglett, 0.001128457, 3.9713E-5, 1.9602E-7
4096, Magby, 0.001128457, 2.5748E-5, 2.0727E-7
4096, Hitmonlee, 0.001128457, 3.1041E-5, 2.1015E-7
4096, Ninjask, 0.001128457, 3.9833E-5, 2.1038E-7
4096, Minun, 0.001128457, 2.557E-5, 1.9988E-7
4096, Dugtrio, 0.001041679, 3.9606E-5, 2.1157E-7
4096, MewtwoMega Mewtwo X, 0.001041679, 2.2594E-5, 2.0699E-7
4096, Ursaring, 0.001041679, 3.6108E-5, 1.9672E-7
4096, Totodile, 0.001041679, 3.5821E-5, 2.0551E-7
4096, Smoochum, 0.001041679, 3.5926E-5, 2.1308E-7
4096, Dugtrio, 0.001092144, 4.4007E-5, 2.3437E-7
4096, Murkrow, 0.001092144, 4.4098E-5, 2.1424E-7
4096, Lombre, 0.001092144, 3.736E-5, 2.6627E-7
4096, Krabby, 0.001092144, 3.7318E-5, 2.1446E-7
4096, Marshtomp, 0.001092144, 3.4301E-5, 2.3775E-7
4096, Venomoth, 0.001085985, 3.9448E-5, 2.3892E-7
4096, Arcanine, 0.001085985, 3.994E-5, 2.2016E-7
4096, Medicham, 0.001085985, 4.0063E-5, 2.3209E-7
4096, Venusaur, 0.001085985, 3.9367E-5, 1.867E-7
4096, Machoke, 0.001085985, 4.421E-5, 2.41E-7
4096, Venomoth, 0.001084737, 3.9876E-5, 2.3828E-7
4096, Hitmonchan, 0.001084737, 2.7415E-5, 2.1624E-7
4096, Parasect, 0.001084737, 3.9614E-5, 2.224E-7
4096, Blaziken, 0.001084737, 3.9198E-5, 2.2697999999999999E-7
4096, Electrode, 0.001084737, 3.4151E-5, 2.3916E-7
4096, Diglett, 0.001085486, 4.3615E-5, 2.1319E-7
4096, Swampert, 0.001085486, 4.0058E-5, 2.3161E-7
4096, Croconaw, 0.001085486, 3.9889E-5, 2.1874E-7
4096, Kingdra, 0.001085486, 4.422E-5, 2.3233E-7
4096, Rattata, 0.001085486, 4.3452E-5, 2.1359E-7
4096, Venomoth, 0.001090163, 3.9618E-5, 2.3859E-7
4096, Clefable, 0.001090163, 4.0162E-5, 1.8264E-7
4096, Mudkip, 0.001090163, 3.6864E-5, 2.0672000000000001E-7
4096, Minun, 0.001090163, 2.772E-5, 2.175E-7
4096, Gloom, 0.001090163, 2.7229E-5, 2.1313E-7
4096, Arcanine, 0.0010933, 3.9586E-5, 2.2283E-7
4096, Spearow, 0.0010933, 4.3495E-5, 2.3411999999999998E-7
4096, Beautifly, 0.0010933, 3.402E-5, 2.0792999999999998E-7
4096, Natu, 0.0010933, 2.6088E-5, 2.2423E-7
4096, GengarMega Gengar, 0.0010933, 2.3508E-5, 2.2977E-7
4096, Arcanine, 0.001087234, 3.9181E-5, 2.4958E-7
4096, Gloom, 0.001087234, 2.778E-5, 2.1497E-7
4096, VenusaurMega Venusaur, 0.001087234, 2.5369E-5, 2.2198E-7
4096, SwampertMega Swampert, 0.001087234, 2.4846E-5, 2.1786000000000002E-7
4096, Goldeen, 0.001087234, 4.8697E-5, 3.5237E-7
4096, Poliwag, 0.001093373, 4.3378E-5, 2.2667E-7
4096, Azurill, 0.001093373, 4.358E-5, 2.3054E-7
4096, KangaskhanMega Kangaskhan, 0.001093373, 2.3719E-5, 2.3516E-7
4096, Nosepass, 0.001093373, 3.9678E-5, 2.2276000000000002E-7
4096, Vulpix, 0.001093373, 3.6973E-5, 2.2526000000000002E-7
4096, Poliwag, 0.001090574, 4.381E-5, 2.2401E-7
4096, VenusaurMega Venusaur, 0.001090574, 2.5334E-5, 2.6005E-7
4096, Crobat, 0.001090574, 3.7513E-5, 2.3254000000000002E-7
4096, Smoochum, 0.001090574, 3.9852E-5, 2.3853999999999996E-7
4096, Tentacool, 0.001090574, 3.4178E-5, 2.2858E-7
4096, Growlithe, 0.00108628, 3.4236E-5, 2.6208000000000003E-7
4096, Steelix, 0.00108628, 4.4337E-5, 2.0078E-7
4096, Scizor, 0.00108628, 3.7127E-5, 2.0764999999999998E-7
4096, AerodactylMega Aerodactyl, 0.00108628, 2.3507E-5, 2.0965E-7
4096, Umbreon, 0.00108628, 4.3137E-5, 2.2199E-7
4096, Growlithe, 0.001091361, 3.4025E-5, 2.2836E-7
4096, Houndour, 0.001091361, 4.0148E-5, 2.1902E-7
4096, SwampertMega Swampert, 0.001091361, 2.5342E-5, 2.1317E-7
4096, Magnemite, 0.001091361, 3.4141E-5, 2.2177E-7
4096, Slugma, 0.001091361, 3.6702E-5, 2.2181E-7
4096, Arcanine, 0.001109133, 4.0006E-5, 2.22E-7
4096, AlakazamMega Alakazam, 0.001109133, 2.5285E-5, 2.0420000000000002E-7
4096, Primeape, 0.001109133, 3.9642E-5, 2.1806E-7
4096, Wobbuffet, 0.001109133, 3.4245E-5, 2.2918E-7
4096, Kabuto, 0.001109133, 3.729E-5, 2.133E-7
4096, Growlithe, 9.99461E-4, 3.008E-5, 2.3096E-7
4096, Sudowoodo, 9.99461E-4, 3.6151E-5, 3.4976E-7
4096, Cyndaquil, 9.99461E-4, 3.0375E-5, 1.9202999999999998E-7
4096, Forretress, 9.99461E-4, 2.4146E-5, 2.0307E-7
4096, Furret, 9.99461E-4, 3.2677E-5, 1.9082E-7
4096, Mankey, 0.001145098, 3.331E-5, 1.9656E-7
4096, Ninjask, 0.001145098, 6.8225E-5, 2.4483E-7
4096, MewtwoMega Mewtwo X, 0.001145098, 3.7052E-5, 2.0161E-7
4096, HeracrossMega Heracross, 0.001145098, 2.1171E-5, 2.0299E-7
4096, Breloom, 0.001145098, 3.8495E-5, 2.0342E-7
4096, Mankey, 0.001006566, 3.2927E-5, 1.9038E-7
4096, Electrike, 0.001006566, 3.0858E-5, 1.9796E-7
4096, Ho-oh, 0.001006566, 2.4448E-5, 1.842E-7
